दोन लाडू शिल्लक होते .	दोन लाडू शिल्लक असणे .	NUM MASC;N;NOM;SG ADJ;NOM 3;FIN;MASC;PL;PST;V _
मुलगा _ _ राणीला झोप येत नसे .	मुलगा जाणे पासून राणी झोप येणे नसणे .	MASC;N;NOM;SG FIN;PFV;V ADP DAT;FEM;N;SG ACC;FEM;N;SG IPFV;V;V.PTCP FIN;HAB;NEG;PST;V _
खुशमस्कऱ्या _ _ गेला .	खुशमस्कऱ्या राजपुत्र कडे जाणे .	MASC;N;NOM;SG MASC;N;SG ADP 3;FIN;MASC;PFV;SG;V _
जो _ _ उभा राहतो _ _ देव मरत नाही .	जो सत्य साठी उभा रहाणे तो चा देव मरणे नाही .	MASC;NOM;PRO;SG MASC;N;SG ADP ADJ;MASC;NOM;SG 3;FIN;IPFV;MASC;PRS;SG;V 3;MASC;PRO;SG ADP;MASC;SG MASC;N;NOM;SG IPFV;V;V.PTCP 3;FIN;NEG;SG;V _
_ _ आवाज ऐकून _ _ _ _ शेतकरी येऊ लागले , ' कोण मेले ' म्हणून विचारू लागले .	घंटे चा आवाज ऐकणे देवी चा देवळ कडे शेतकरी येणे लागणे , ' कोण मरणे ' म्हणणे विचारणे लागणे .	FEM;N;SG ADP;MASC;SG ACC;MASC;N;SG PFV;V;V.CVB FEM;N;SG ADP N;NEUT;SG ADP MASC;N;NOM;PL NFIN;V 3;FIN;MASC;PFV;PL;V _ _ NOM;PRO 3;FIN;NEUT;PFV;SG;V _ PFV;V;V.CVB NFIN;V 3;FIN;MASC;PFV;PL;V _
ती _ _ बहीण !	तो मी चा बहीण !	3;FEM;NOM;PRO;SG 1;PRO;SG ADP;FEM;SG FEM;N;NOM;SG _
राजपुत्र राजाला तसे सांगून _ _ राजवाड्यात परत आला .	राजपुत्र राजा तसा सांगसांगणे आपण चा राजवाडा परत येणे .	MASC;N;NOM;SG DAT;MASC;N;SG ADV PFV;V;V.CVB PRO ADP ESS;MASC;N;SG ADV 3;FIN;MASC;PFV;SG;V _
राजपुत्राने धनुष्याला बाण लावला .	राजपुत्र धनुष्य बाण लावणे .	ERG;MASC;N;SG DAT;N;NEUT;SG ACC;MASC;N;SG 3;FIN;MASC;PFV;SG;V _
_ _ _ _ लाडू , त्याने नाही तृप्ती व्हावयाची तर कशाने ?	आई चा हात चा लाडू , तो नाही तृप्ती होणे तर काय ?	FEM;N;SG ADP MASC;N;SG ADP;MASC;NOM;SG MASC;N;NOM;SG _ 3;INS;MASC;PRO;SG 3;FIN;NEG;SG;V ACC;FEM;N;SG 3;FEM;SG;V;V.PTCP CONJ INS;PRO _
पोटापुरे ती देते .	पोटापुरे तो देणे .	ADV 3;FEM;NOM;PRO;SG 3;FEM;FIN;IPFV;PRS;SG;V _
खुषमस्कऱ्या आला .	खुषमस्कऱ्या येणे .	MASC;N;NOM;SG 3;FIN;MASC;PFV;SG;V _
_ _ आठवण येते .	खुशमस्कऱ्या चा आठवण येणे .	MASC;N;SG ADP;FEM;SG FEM;N;NOM;SG 3;FEM;FIN;IPFV;PRS;SG;V _
_ _ पण कुत्रा आहे का ?	मेरी कडे पण कुत्रा असणे का ?	FEM;PROPN;SG ADP ADV MASC;N;NOM;SG 3;FIN;PRS;SG;V ADV _
मी जातो !	मी जाणे !	1;NOM;PRO;SG 1;FIN;IPFV;MASC;PRS;SG;V _
" आढेवेढे नको घेऊस ! " केशवचंद्र म्हणाले .	" आढेवेढे नको घेणे ! " केशवचंद्र म्हणणे .	_ ACC;MASC;N;PL FIN;NEG;V 2;FIN;IMP;NEG;SG;V _ _ MASC;NOM;PROPN;SG 3;FIN;MASC;PFV;PL;V _
_ _ दयाळू - मायाळू हो !	असा च दयाळू - मायाळू होणे !	ADJ;MASC;NOM;SG PART ADJ;NOM _ ADJ;NOM 2;FIN;IMP;SG;V _
तुला कारण माहित आहे का ?	तू कारण माहित असणे का ?	2;DAT;PRO;SG N;NEUT;NOM;SG ADV 3;FIN;PRS;SG;V ADV _
त्याने _ _ बाजू _ _ _ _ आणला होता .	तो मी चा बाजू मांडणे साठी कायदेपंडित ही आणणे असणे .	3;ERG;MASC;PRO;SG 1;PL;PRO ADP;FEM;SG FEM;N;NOM;SG NFIN;V ADP ACC;MASC;N;SG PART 3;FIN;MASC;PFV;SG;V 3;FIN;MASC;PST;SG;V _
राजपुत्र _ _ जाऊन बसला .	राजपुत्र शहर बाहेर जाणे बसणे .	MASC;N;NOM;SG N;NEUT;SG ADP PFV;V;V.CVB 3;FIN;MASC;PFV;SG;V _
चला आपण जाऊ .	चलणे आपण जाणे .	2;FIN;IMP;PL;V NOM;PRO 1;FIN;IMP;PL;V _
" कशाला ग , पोरी ? "	" कशाला ग , पोरगी ? "	_ ADV INTJ _ FEM;N;SG;VOC _ _
नटूनथटून श्रीमंत मंडळी आली होती .	नटूनथटून श्रीमंत मंडळी येणे असणे .	ADV ADJ;NOM MASC;N;NOM;PL 3;FIN;MASC;PFV;PL;V 3;FIN;MASC;PL;PST;V _
कोण तुम्ही , कुठल्या ?	कोण तू , कुठला ?	NOM;PRO 2;NOM;PL;PRO _ ADJ _
_ _ तो करमणूक करू लागला .	राजपुत्र चा तो करमणूक करणे लागणे .	MASC;N;SG ADP;FEM;SG 3;MASC;NOM;PRO;SG ACC;FEM;N;SG NFIN;V 3;FIN;MASC;PFV;SG;V _
पहारेकऱ्यांनी त्याला हटकले .	पहारेकरा तो हटकणे .	ERG;MASC;N;PL 3;DAT;MASC;PRO;SG 3;FIN;NEUT;PFV;SG;V _
राजाने राजपुत्राला _ _ बसविले .	राजा राजपुत्र गादी वर बसविले .	ERG;MASC;N;SG DAT;MASC;N;SG FEM;N;SG ADP 3;CAUS;FIN;NEUT;PFV;SG;V _
त्या _ _ सारे गोरगरीब _ _ नावे खडे फोडीत होते .	तो गाव तील सारा गोरगरीब केशवचंद्र चा नाव खडा फोडणे असणे .	DET MASC;N;SG ADP ADJ;MASC;NOM;PL MASC;N;NOM;PL MASC;PL;PROPN ADP DAT;N;NEUT;PL ACC;MASC;N;PL IPFV;V;V.PTCP 3;FIN;MASC;PL;PST;V _
मी तिला विचारीन !	मी तो विचारणे !	1;NOM;PRO;SG 3;DAT;FEM;PRO;SG 1;FIN;FUT;SG;V _
" _ _ जमीन सोडू नये , दादा ! " भीमा म्हणाला .	" सत्ते चा जमीन सोडणे नये , दादा ! " भीमा म्हणणे .	_ FEM;N;SG ADP;FEM;SG ACC;FEM;N;SG 2;FIN;IMP;NEG;V FIN;NEG;SBJV;V _ INTJ _ _ MASC;NOM;PROPN;SG 3;FIN;MASC;PFV;SG;V _
_ _ बाजू कोण मांडणार ?	भीम चा बाजू कोण मांडणे ?	MASC;PROPN;SG ADP;FEM;SG ACC;FEM;N;SG NOM;PRO FIN;PROSP;V _
मग माणसाने किती चांगले असले पाहिजे , असा विचार _ _ मनात आला आणि या विचारात तो _ _ घरी आला .	मग माणूस किती चांगला असणे पाहिजे , असा विचार तो चा मन येणे आणि हा विचार तो आपण चा घरी येणे .	ADV ERG;MASC;N;SG ADV ADJ;NEUT;NOM;SG 3;FIN;NEUT;PFV;SG;V V _ ADJ;MASC;NOM;SG MASC;N;NOM;SG 3;MASC;PRO;SG ADP ESS;N;NEUT;SG 3;FIN;MASC;PFV;SG;V CONJ DET ESS;MASC;N;SG 3;MASC;NOM;PRO;SG PRO ADP ADV 3;FIN;MASC;PFV;SG;V _
वेडपट दिसतो , येथे राहण्यात अर्थ नाही .	वेडपट दिसणे , येथे रहाणे अर्थ नाही .	ACC;MASC;N;SG 3;FIN;IPFV;MASC;PRS;SG;V _ ADV ESS;NFIN;V MASC;N;NOM;SG 3;FIN;NEG;SG;V _
सुखी हो .	सुखी होणे .	ADJ;NOM 2;FIN;IMP;SG;V _
राग नका मानू दादा ; परंतु खरे ते मी सांगतो .	राग नको मानणे दादा ; परंतु खरा तो मी सांगणे .	ACC;MASC;N;SG 3;FIN;NEG;PL;V 2;FIN;IMP;NEG;PL;V INTJ _ CONJ ADJ;NEUT;NOM;SG 3;NEUT;PRO;SG 1;NOM;PRO;SG 3;FIN;IPFV;MASC;PRS;SG;V _
राजपुत्र सचिंत होऊन बसला .	राजपुत्र सचिंत होणे बसणे .	MASC;N;NOM;SG ADV PFV;V;V.CVB 3;FIN;MASC;PFV;SG;V _
" _ _ जमीन विकणार नाही .	" मी चा जमीन विकणे नाही .	_ 1;PRO;SG ADP;FEM;SG ACC;FEM;N;SG FIN;PROSP;V 1;FIN;NEG;SG;V _
_ _ साखर वाटली	शेर भर साखर वाटणे	MASC;N;NOM;SG ADP FEM;N;NOM;SG 3;FEM;FIN;PFV;SG;V
पण काल खूप गार होते !	पण काल खूप गार असणे !	CONJ ADV ADV ADJ;NOM 3;FIN;NEUT;PST;SG;V _
महाराज , या _ _ शिंपायला _ _ चार बिंदू द्या , सर्प म्हणाला .	महाराज , हा राख वर शिंपणे अमृत चा चार बिंदू देणे , सर्प म्हणणे .	MASC;N;NOM;SG _ DET FEM;N;SG ADP V;V.CVB MASC;N;SG ADP;MASC;PL NUM ACC;MASC;N;PL 2;FIN;IMP;PL;V _ MASC;N;NOM;SG 3;FIN;MASC;PFV;SG;V _
" तो _ _ सत्यानाश _ _ राहणार नाही ! " तो म्हणाला .	" तो मी चा सत्यानाश करणे वाचून रहाणे नाही ! " तो म्हणणे .	_ 3;MASC;NOM;PRO;SG 1;PL;PRO ADP;MASC;SG ACC;MASC;N;SG FIN;PFV;V ADP FIN;PROSP;V 3;FIN;NEG;SG;V _ _ 3;MASC;NOM;PRO;SG 3;FIN;MASC;PFV;SG;V _
मध्ये _ _ _ हे शेत आडवे येते .	मधे तू चा च हा शेत आडवा येणे .	ADP 2;PRO;SG ADP;NEUT;SG PART DET;NEUT;SG N;NEUT;NOM;SG ADJ;NEUT;NOM;SG 3;FIN;IPFV;NEUT;PRS;SG;V _
तो सर्प बनला .	तो सर्प बनणे .	3;MASC;NOM;PRO;SG ACC;MASC;N;SG 3;FIN;MASC;PFV;SG;V _
राजा मनात म्हणाला , " याला घालवून द्यावे . "	राजा मन म्हणणे , , हा घालवणे देणे . "	N;NEUT;NOM;SG ESS;N;NEUT;SG 3;FIN;MASC;PFV;SG;V _ _ DAT;MASC;PRO;SG PFV;V;V.CVB 3;FIN;NEUT;SBJV;SG;V _ _
तो पाठीमागून कोणी येत आहे असे त्यांना वाटले .	तो पाठीमागून कोण येणे असणे असा तो वाटणे .	DET;MASC;NOM;SG ADV ERG;PRO IPFV;V;V.PTCP 3;FIN;PRS;SG;V ADV 3;DAT;NEUT;PL;PRO 3;FIN;NEUT;PFV;SG;V _
_ _ रक्तबंबाळ झालेली मांडी पाहून _ _ डोळे भरून आले .	भाव चा रक्तबंबाळ होणे मांडी पहाणे बहिण चा डोळा भरणे येणे .	MASC;N;SG ADP;FEM;SG FEM;N;NOM;SG 3;FEM;PFV;SG;V;V.PTCP FEM;N;NOM;SG PFV;V;V.CVB FEM;N;SG ADP;MASC;PL MASC;N;NOM;PL PFV;V;V.CVB 3;FIN;MASC;PFV;PL;V _
इतक्यात तो खुशमस्कऱ्या आला .	इतक्यात तो खुशमस्कऱ्या येणे .	ADV DET;MASC;NOM;SG MASC;N;NOM;SG 3;FIN;MASC;PFV;SG;V _
मुलेबाळे तेथे येतात , खपतात , खेळतात .	मुलेबाळे तेथे येणे , खपणे , खेळणे .	MASC;N;NOM;PL ADV 3;FIN;IPFV;PL;PRS;V _ 3;FIN;IPFV;PL;PRS;V _ 3;FIN;IPFV;PL;PRS;V _
" याद राख ! "	" याद राखणे ! "	_ ACC;FEM;N;SG 2;FIN;IMP;SG;V _ _
" ती म्हणाली , ' त्यांना विचारा . ' "	" तो म्हणणे , ' तो विचारणे . ' "	_ 3;FEM;NOM;PRO;SG 3;FEM;FIN;PFV;SG;V _ _ 3;DAT;MASC;PL;PRO 2;FIN;IMP;PL;V _ _ _
तिला काही दिसत नाही आहे , आणि ती मोजत आहे .	तो काही दिसणे नाही असणे , आणि तो मोजणे असणे .	3;DAT;FEM;PRO;SG NEUT;PRO;SG IPFV;V;V.PTCP 3;FIN;NEG;SG;V 3;FIN;PRS;SG;V _ CONJ 3;FEM;NOM;PRO;SG IPFV;V;V.PTCP 3;FIN;PRS;SG;V _
कुत्रा आता खूप खुश आहे .	कुत्रा आता खूप खुश असणे .	MASC;N;NOM;SG ADV ADV ADJ;NOM 3;FIN;PRS;SG;V _
" तुम्हा बायकांना कळत नाही . "	" तुम्हा बाई कळणे नाही . "	_ DET;PL DAT;FEM;N;PL IPFV;V;V.PTCP 3;FIN;NEG;SG;V _ _
_ _ सगळी जमीन तुम्ही या ना त्या मार्गाने आपलीशी केलीत .	गाव तील सगळा जमीन तू हा ना तो मार्ग आपलीशी करणे .	MASC;N;SG ADP ADJ;FEM;NOM;SG ACC;FEM;N;SG 2;NOM;PL;PRO DET CONJ DET INS;MASC;N;SG ADJ;NOM 3;FIN;NEUT;PFV;PL;V _
का रे जातोस ?	का रे जाणे ?	ADV INTJ 2;FIN;IPFV;MASC;PRS;SG;V _
_ _ आई मला , तशी ही हरिणी या पाडसांना .	मी चा आई मी , तसा हा हरिणी हा पाडस .	1;PRO;SG ADP;FEM;SG FEM;N;NOM;SG 1;DAT;PRO;SG _ ADV DET;FEM;SG FEM;N;NOM;SG DET;NEUT;PL DAT;N;NEUT;PL _
परंतु करतात काय ?	परंतु करणे काय ?	CONJ 3;FIN;IPFV;PL;PRS;V ACC;PRO _
चिंता नको करूस !	चिंता नको करूस !	FEM;N;NOM;SG 3;FIN;NEG;SG;V 2;FIN;IMP;SG;V _
तो पुढे निघाला .	तो पुढे निघणे .	3;MASC;NOM;PRO;SG ADP 3;FIN;MASC;PFV;SG;V _
तुम्हांला वेदना होणार नाहीत ; परंतु जळून तर जाल .	तू वेदना होणे नाही ; परंतु जळणे तर जाणे .	2;DAT;PL;PRO ACC;FEM;N;PL 3;FIN;PROSP;V 3;FIN;NEG;PL;V _ CONJ PFV;V;V.CVB ADV 2;FIN;FUT;PL;V _
ती म्हणाली , राजाला सांग मी व्रती आहे .	तो म्हणणे , राजा सांगणे मी व्रती असणे .	3;FEM;NOM;PRO;SG 3;FEM;FIN;PFV;SG;V _ DAT;MASC;N;SG 2;FIN;IMP;SG;V 1;NOM;PRO;SG FEM;N;NOM;SG 3;FIN;PRS;SG;V _
एक झरा खळखळ वाहत होता .	एक झरा खळखळ वहाणे असणे .	DET;SG MASC;N;NOM;SG ADV IPFV;V;V.PTCP 3;FIN;MASC;PST;SG;V _
आपण _ _ _ काही करूया .	आपण तो च्या साठी काही करणे .	NOM;PRO 3;MASC;PRO;SG PART ADP ACC;MASC;N;SG 1;FIN;IMP;PL;V _
म्हणून मेरीला _ _ प्रश्नाला काही उत्तर मिळत नाही .	म्हणून मेर तो च्या प्रश्न काही उत्तर मिळणे नाही .	CONJ DAT;FEM;N;SG 3;FEM;PRO;SG ADP DAT;MASC;N;SG DET;NEUT;SG ACC;N;NEUT;SG IPFV;V;V.PTCP 3;FIN;NEG;SG;V _
_ _ ही मगरूर वृत्ती तुला मातीत _ _ राहणार नाही .	तू चा हा मगरूर वृत्ती तू माती मिळवणे शिवाय रहाणे नाही .	2;PRO;SG ADP;FEM;SG DET;FEM;SG ADJ;NOM FEM;N;NOM;SG 2;DAT;PRO;SG ESS;MASC;N;SG FIN;PFV;V ADP FIN;PROSP;V 3;FIN;NEG;SG;V _
_ _ बाळ !	मी चा बाळ !	1;PRO;SG ADP;MASC;SG MASC;N;NOM;SG _
राजपुत्र तो रस अंगाला लावून _ _ गेला .	राजपुत्र तो रस अंग लावणे राजा कडे जाणे .	MASC;N;NOM;SG DET;MASC;SG ACC;MASC;N;SG DAT;N;NEUT;SG PFV;V;V.CVB MASC;N;NOM;SG ADP 3;FIN;MASC;PFV;SG;V _
राजपुत्राने सारी कथा सांगितली .	राजपुत्र सारी कथा सांगसांगणे .	ERG;MASC;N;SG ADJ;FEM;NOM;SG ACC;FEM;N;SG 3;FEM;FIN;PFV;SG;V _
तो त्यांना म्हणाला , त्या राजपुत्राने _ _ प्राण वाचविला आहे .	तो तो म्हणणे , तो राजपुत्र मी चा प्राण वाचवणे असणे .	3;MASC;NOM;PRO;SG 3;DAT;MASC;PL;PRO 3;FIN;MASC;PFV;SG;V _ DET ERG;MASC;N;SG 1;PRO;SG ADP;MASC;SG ACC;MASC;N;SG 3;FIN;MASC;PFV;SG;V 3;FIN;PRS;SG;V _
" टक्केटोणपे खाऊन शहाणा होऊन घरी येईल . "	" टक्केटोणपं खाणे शहाणा होणे घरी येणे . "	_ N;NEUT;NOM;PL PFV;V;V.CVB ADJ;MASC;NOM;SG PFV;V;V.CVB ADV 3;FIN;FUT;SG;V _ _
रात्री चौघे भावंडे निघाली .	रात्री चौघे भावंड निघाली .	ADV ADJ;NEUT;NOM;PL N;NEUT;NOM;PL 3;FIN;NEUT;PFV;PL;V _
राजपुत्राने राजाला _ _ सांगितले आणि तो परत आला .	राजपुत्र राजा तो प्रमाणे सांगसांगणे आणि तो परत येणे .	ERG;MASC;N;SG DAT;MASC;N;SG 3;NEUT;PRO;SG ADP 3;FIN;NEUT;PFV;SG;V CONJ 3;MASC;NOM;PRO;SG ADV 3;FIN;MASC;PFV;SG;V _
_ _ _ जमीन आहे , असा त्याने निर्णय दिला .	केशवचंद्र चा च जमीन असणे , असा तो निर्णय देणे .	MASC;PROPN;SG ADP;FEM;SG PART FEM;N;NOM;SG 3;FIN;PRS;SG;V _ CONJ 3;ERG;MASC;PRO;SG ACC;MASC;N;SG 3;FIN;MASC;PFV;SG;V _
केशवचंद्राने न्यायालयात फिर्याद केली .	केशवचंद्र न्यायालय फिर्याद करणे .	ERG;MASC;PROPN;SG ESS;MASC;N;SG ACC;FEM;N;SG 3;FEM;FIN;PFV;SG;V _
" सांग मला , तो कुठे आहे ! " , ती _ _ आईला म्हणते .	" सांगणे मी , तो कुठे असणे ! " , तो तो च्या आई म्हणणे .	_ 2;FIN;IMP;SG;V 1;DAT;PRO;SG _ 3;MASC;NOM;PRO;SG ADV 3;FIN;PRS;SG;V _ _ _ 3;FEM;NOM;PRO;SG 3;FEM;PRO;SG ADP DAT;FEM;N;SG 3;FEM;FIN;IPFV;PRS;SG;V _
राजा _ _ आपापल्या झोपड्यांत बसून राहा .	राजा जाणे पर्यंत आपण झोपडी बसणे राहा .	N;NEUT;NOM;SG FIN;FUT;V ADP PRO ESS;FEM;N;PL PFV;V;V.CVB 3;FIN;IMP;PL;V _
इतक्यात केविलवाणा शब्द कानी आला .	इतक्यात केविलवाणा शब्द कानी येणे .	ADV MASC;N;NOM;SG MASC;N;NOM;SG ADV 3;FIN;MASC;PFV;SG;V _
" आपण चोर ठरलो नि चोर मालक ठरला . "	" मी चोर ठरणे नि चोर मालक ठरणे . "	_ 1;NOM;PL;PRO ACC;MASC;N;PL 1;FIN;PFV;PL;V CONJ MASC;N;NOM;SG ACC;MASC;N;SG 3;FIN;MASC;PFV;SG;V _ _
त्याने बाण परत भात्यात ठेवला .	तो बाण परत भाता ठेवणे .	3;ERG;MASC;PRO;SG ACC;MASC;N;SG ADV ESS;MASC;N;SG 3;FIN;MASC;PFV;SG;V _
त्याने बहिणीला सारी हकीगत सांगितली .	तो बहिण सारी हकीगत सांगणे .	3;ERG;MASC;PRO;SG DAT;FEM;N;SG ADJ;FEM;NOM;SG ACC;FEM;N;SG 3;FEM;FIN;PFV;SG;V _
तो कपाळाला हात लावून बसला .	तो कपाळ हात लावणे बसणे .	3;MASC;NOM;PRO;SG DAT;N;NEUT;SG ACC;MASC;N;SG PFV;V;V.CVB 3;FIN;MASC;PFV;SG;V _
ती _ _ शोभेल .	तो तू च शोभणे .	3;FEM;NOM;PRO;SG 2;DAT;PL;PRO PART 3;FIN;FUT;SG;V _
राजाने त्याला विचारले , कोण आला आहे राजपुत्र ?	राजा तो विचारणे , कोण येणे असणे राजपुत्र ?	ERG;MASC;N;SG 3;DAT;MASC;PRO;SG 3;FIN;NEUT;PFV;SG;V _ NOM;PRO 3;FIN;MASC;PFV;SG;V 3;FIN;PRS;SG;V MASC;N;NOM;SG _
जयघोष _ _ आले .	जयघोष कान वर येणे .	N;NEUT;NOM;SG MASC;N;SG ADP 3;FIN;NEUT;PFV;SG;V _
आज सकाळी ती _ _ बाचाबाची झाली .	आज सकाळी तो शेवट चा बाचाबाची होणे .	ADV ADV DET;FEM;SG MASC;N;SG ADP;FEM;SG FEM;N;NOM;SG 3;FEM;FIN;PFV;SG;V _
" _ _ देव सर्व जग व्यापून राहिलेला आहे ! "	" मी चा देव सर्व जग व्यापणे रहाणे असणे ! "	_ 1;PRO;SG ADP;MASC;SG MASC;N;NOM;SG ADJ;NOM ACC;N;NEUT;SG PFV;V;V.CVB 3;MASC;PFV;SG;V;V.PTCP 3;FIN;PRS;SG;V _ _
अंधाऱ्या _ _ पांढरी फुले तिने तोडली .	अंधाऱ्या दरी तील पांढरा फुल तो तोडणे .	ADJ FEM;N;SG ADP ADJ;NEUT;NOM;PL ACC;N;NEUT;PL 3;ERG;FEM;PRO;SG 3;FIN;NEUT;PFV;PL;V _
गावात कोणी मेले , तर ती घंटा वाजविण्यात येई .	गाव कोण मेरणे , तर तो घंटा वाजवणे येणे .	ESS;MASC;N;SG ERG;PRO 3;FIN;NEUT;PFV;SG;V _ CONJ DET;FEM;SG FEM;N;NOM;SG ESS;NFIN;V FIN;HAB;V _
सारे शेतकरी भीतीने घरात बसून आहेत ; परंतु भीमा कुठे आहे ?	सारा शेतकरी भीती घर बसणे असणे ; परंतु भीमा कुठे असणे ?	ADJ;NOM;PL MASC;N;PL ERG;FEM;N;SG ESS;N;NEUT;SG PFV;V;V.CVB 3;FIN;PL;PRS;V _ CONJ MASC;NOM;PROPN;SG ADV 3;FIN;PRS;SG;V _
सारी प्रजा सुखी झाली .	सारी प्रजा सुखी होणे .	ADJ;FEM;NOM;SG FEM;N;NOM;SG ADJ;NOM 3;FEM;FIN;PFV;SG;V _
त्या _ _ त्याला आठवण झाली .	तो लाडू चा तो आठवण होणे .	DET;FEM;PL MASC;N;PL ADP;FEM;SG 3;DAT;MASC;PRO;SG FEM;N;NOM;SG 3;FEM;FIN;PFV;SG;V _
आम्ही _ _ केलेले उपकार स्मरतो .	मी साप ही करणे उपकार स्मरणे .	DET;NOM;PL MASC;N;NOM;PL PART 3;MASC;PFV;PL;V;V.PTCP ACC;MASC;N;PL 1;FIN;IPFV;PL;PRS;V _
" नाही मेरी , मी तुला सांगू शकत नाही " ती उत्तर देते .	" नाही मेरी , मी तू सांगणे शकणे नाही " तो उत्तर देणे .	_ INTJ FEM;NOM;PROPN;SG _ 1;NOM;PRO;SG 2;DAT;PRO;SG NFIN;V IPFV;V;V.PTCP 1;FIN;NEG;SG;V _ 3;FEM;NOM;PRO;SG ACC;N;NEUT;SG 3;FEM;FIN;IPFV;PRS;SG;V _
" सावकार आला आहे घरी . "	" सावकार येणे असणे घरी . "	_ MASC;N;NOM;SG 3;FIN;MASC;PFV;SG;V 3;FIN;PRS;SG;V ADV _ _
मेरी _ _ मागे _ _ _ _ बघते , _ _ आई हसत आहे .	मेरी खिडकी चा मागे तो च्या आई कडे बघणे , तो चा आई हसणे असणे .	FEM;NOM;PROPN;SG FEM;N;SG PART ADP 3;FEM;PRO;SG ADP FEM;N;SG ADP 3;FEM;FIN;IPFV;PRS;SG;V _ 3;FEM;PRO;SG ADP;FEM;SG FEM;N;NOM;SG IPFV;V;V.PTCP 3;FIN;PRS;SG;V _
मी _ _ राणी होऊ शकत नाही !	मी कोण चा राणी होणे शकणे नाही !	1;NOM;PRO;SG PRO ADP;FEM;SG ACC;FEM;N;SG NFIN;V IPFV;V;V.PTCP 1;FIN;NEG;SG;V _
" आज त्याला हाकलून देणे तुला _ _ वाटले तरी _ _ _ _ आहे , " तो म्हणाला .	" आज तो हाकलणे देणे तू कठोरपणा चा वाटणे तरी तो च हित चा असणे , " तो म्हणणे .	_ ADV 3;DAT;MASC;PRO;SG PFV;V;V.CVB NFIN;NOM;V 2;DAT;PRO;SG MASC;N;SG ADP;NEUT;SG 3;FIN;NEUT;PFV;SG;V CONJ 3;NEUT;NOM;PRO;SG PART N;NEUT;SG ADP;NEUT;SG 3;FIN;PRS;SG;V _ _ 3;MASC;NOM;PRO;SG 3;FIN;MASC;PFV;SG;V _
दोघे भाऊ त्या नगरीत गेले .	दोघे भाऊ तो नगर जाणे .	DET;NOM;PL MASC;N;PL DET ESS;N;NEUT;SG 3;FIN;MASC;PFV;PL;V _
हजारो लोक तो प्रकार पाहत होते .	हजारो लोक तो प्रकार पहाणे असणे .	ADJ;NOM;PL MASC;N;NOM;PL DET;MASC;SG ACC;MASC;N;SG IPFV;V;V.PTCP 3;FIN;MASC;PL;PST;V _
भीमा _ _ काठी बसून विचार करीत होता .	भीमा विहिर चा काठी बसणे विचार करणे असणे .	MASC;PROPN;SG FEM;N;SG ADP ESS;FEM;N;SG PFV;V;V.CVB MASC;N;NOM;SG IPFV;V;V.PTCP 3;FIN;MASC;PST;SG;V _
ती चौघे जात होती .	तो चौघे जाणे असणे .	DET;NEUT;NOM;PL 3;NOM;PL;PRO IPFV;V;V.PTCP 3;FIN;NEUT;PL;PST;V _
एक होता राजा .	एक असणे राजा .	DET;SG 3;FIN;MASC;PST;SG;V N;NEUT;NOM;SG _
त्याला आनंद झाला .	तो आनंद होणे .	3;DAT;MASC;PRO;SG ACC;MASC;N;SG 3;FIN;MASC;PFV;SG;V _
तिला बहुतेक माहित आहे , तो कुठे आहे , पण तिला हे सांगायचे नाही आहे .	तो बहुतेक माहित असणे , तो कुठे असणे , पण तो हा सांगसांगणे नाही असणे .	3;DAT;FEM;PRO;SG ADV ADV 3;FIN;PRS;SG;V _ 3;MASC;NOM;PRO;SG ADV 3;FIN;PRS;SG;V _ CONJ 3;DAT;FEM;PRO;SG 3;ACC;NEUT;PRO;SG 3;FEM;SG;V;V.PTCP 3;FIN;NEG;SG;V 3;FIN;PRS;SG;V _
पहारेकऱ्यांनी दरडावले .	पहारेकऱ्या दरडावणे .	ERG;MASC;N;SG 3;FIN;NEUT;PFV;SG;V _
तो तेथील हास्यविनोद ऐकून _ _ _ _ आली .	तो तेथे हास्यविनोद ऐकणे तो चा बहीण ही येणे .	DET;MASC;NOM;SG ADJ ACC;MASC;N;PL PFV;V;V.CVB 3;MASC;PRO;SG ADP;FEM;SG FEM;N;NOM;SG PART 3;FEM;FIN;PFV;SG;V _
लोकांनी टाळ्या पिटल्या .	लोक टाळी पिटणे .	ERG;MASC;N;PL FEM;N;NOM;PL 3;FEM;FIN;PFV;PL;V _
मला नाही म्हणू नकोस , ती म्हणाली .	मी नाही म्हणणे नकोस , तो म्हणणे .	1;DAT;PRO;SG INTJ 2;FIN;IMP;NEG;PL;V 2;FIN;NEG;SG;V _ 3;FEM;NOM;PRO;SG 3;FEM;FIN;PFV;SG;V _
गहरी पेटली चिता .	गहरी पेटणे चित .	ADV 3;FEM;FIN;PFV;SG;V N;NEUT;NOM;PL _
दोघे थांबली .	दोघे थांबणे .	3;NOM;PL;PRO 3;FIN;NEUT;PFV;PL;V _
घोडेस्वार तयार करा .	घोडेस्वार तयार करणे .	ACC;MASC;N;SG ADJ;NOM 2;FIN;IMP;PL;V _
चांदी - _ _ भांडी होती .	चांदी - सोने चा भांडे असणे .	FEM;N;NOM;SG _ N;NEUT;SG ADP;NEUT;PL N;NEUT;NOM;PL 3;FIN;NEUT;PL;PST;V _
_ _ तिला झोप आली नाही .	रात्र भर तो झोप येणे नाही .	FEM;N;SG ADP 3;DAT;FEM;PRO;SG ACC;FEM;N;SG 3;FEM;FIN;PFV;SG;V 3;FIN;NEG;SG;V _
