հիմա , իհարկե , շատ ավելին գիտենք ։	հիմա , իհարկե , շատ ավելի գիտենալ ։	ADV _ PART _ ADJ DEF;N;NHUM;NOM;SG 1;ACT;FIN;IND;IPFV;PL;POS;PRS;V _
հետո սրընթաց արագությամբ վերցնում էինք նրանց գյուղերը :	հետո սրընթաց արագություն վերցնել եմ նա գյուղ :	ADV ADJ INDF;INS;N;NHUM;SG ACT;IPFV;V;V.PTCP 1;FIN;IND;IPFV;PL;POS;V 3;DET;GEN;PL DEF;N;NHUM;NOM;PL _
— ռադիկալ տրամադրությունների ակտիվացումը դնում է նոր սահմանագիծ , որից այն կողմ որոշ ուժեր կանցնեն , որոշները չեն անցնի :	— ռադիկալ տրամադրություն ակտիվացում դնել եմ նոր սահմանագիծ , որ այն կողմ որոշ ուժ անցնել , որոշ եմ անցնել :	_ ADJ DAT;INDF;N;NHUM;PL DEF;N;NHUM;NOM;SG ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V ADJ INDF;N;NHUM;NOM;SG _ AT+ABL;DET;INDF;SG DET INDF;N;NHUM;NOM;SG DET INDF;N;NHUM;NOM;PL 3;COND;FIN;MID;PL;POS;PROSP;PRS;V _ DEF;NOM;PL;PRO 3;FIN;IND;IPFV;NEG;PL;PRS;V COND;FIN;MID;PROSP;V _
եվ հանկարծ թվաց ՝ արդեն անցել է այդ ճանապարհով , շատ փոքր էր , նստած էր ներսեսի շալակին , նրա ուսի վրայից , ինչպես այսօր տեսնում էր հռոմեացի զինվորների թիկունքները :	և հանկարծ թվալ ՝ արդեն անցնել եմ այդ ճանապարհ , շատ փոքր եմ , նստել եմ ներսես շալակ , նա ուս վրա , ինչպես այսօր տեսնել եմ հռոմեացի զինվոր թիկունք :	CONJ ADV 3;FIN;IND;MID;PFV;POS;PST;SG;V _ ADV MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V DET INDF;INS;N;NHUM;SG _ ADV ADJ 3;FIN;IND;IPFV;POS;SG;V _ MID;PFV;POS;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V DAT;HUM;INDF;PROPN;SG DAT;DEF;N;NHUM;SG _ 3;DET;GEN;SG DAT;INDF;N;NHUM;SG ADP;AT+ABL _ ADP INDF;N;NHUM;NOM;SG ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ADJ DAT;HUM;INDF;N;PL DEF;N;NHUM;NOM;PL _
երեք զինծառայող բեկորային վիրավորում է ստացել . պատասխան գործողություն է իրականացվում ։	երեք զինծառայող բեկորային վիրավորում եմ ստանալ . պատասխան գործողություն եմ իրականանալ ։	NUM HUM;INDF;N;NOM;SG ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;PFV;V;V.PTCP _ INDF;N;NHUM;NOM;SG INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V IPFV;PASS;V;V.PTCP _
գյուղացիք այդ դեռ ջահել աղջկան առաջին անգամ տեսել էին հենց եկեղեցու գմբեթից խաչը գցելու օրը ։	գյուղացի այդ դեռ ջահել աղջիկ առաջին անգամ տեսնել եմ հենց եկեղեցի գմբեթ խաչ գցել օր ։	HUM;INDF;N;NOM;PL DET ADV ADJ DAT;DEF;HUM;N;SG ADJ INDF;N;NHUM;NOM;SG ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;V ADV DAT;INDF;N;NHUM;SG AT+ABL;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG ACT;DAT;INDF;POS;V;V.CVB DEF;N;NHUM;NOM;SG _
վրեժ կար այդ ժպիտում :	վրեժ կամ այդ ժպիտ :	INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;MID;POS;SG;V DET ESS;INDF;N;NHUM;SG _
- ըստ ձեզ ՝ որքանով ՞ էր այն սիրո և համերաշխության հեղափոխություն , երբ այս օրերին համացանցում կարծեք թե այլ պատկեր է ՝ ատելության դրսևորումներով ։	- ըստ դուք ՝ որքան ՞ եմ այն սեր և համերաշխություն հեղափոխություն , երբ այս օր համացանց կարծել թե այլ պատկեր եմ ՝ ատելություն դրսևորում ։	_ ADP 2;DAT;FORM;PRO;SG _ INDF;INS;PRO _ 3;FIN;IND;IPFV;POS;SG;V PRO;SG DAT;INDF;N;NHUM;SG CONJ DAT;INDF;N;NHUM INDF;N;NHUM;NOM;SG _ CONJ DET DAT;DEF;N;NHUM;PL ESS;INDF;N;NHUM 2;ACT;FIN;PL;POS;PROSP;PRS;SBJV;V CONJ DET INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _ DAT;INDF;N;NHUM;SG INDF;INS;N;NHUM;PL _
— ինչ գնով էլ լինի , վաղը երեկոյան պետք է լինենք կողոնիայում :	— ինչ գին էլ լինել , վաղը երեկոյան պետք եմ լինել կողոնիա :	_ DET INDF;INS;N;NHUM;SG ADV 3;FIN;MID;POS;PROSP;PRS;SBJV;SG;V _ INDF;N;NHUM;NOM ADV PART;POS 3;FIN;IND;IPFV;POS;PRS;SG;V 1;FIN;MID;PL;POS;PROSP;PRS;SBJV;V ESS;INDF;NHUM;PROPN;SG _
հյուրերի և հետահայաց ցուցադրությունների մասին հունիսի 29-ին լրագրողների հետ հանդիպմանը խոսեց փառատոնի կինոքննադատ րաֆֆի մովսիսյանը :	հյուր և հետահայաց ցուցադրություն մասին հունիս 29 լրագրող հետ հանդիպում խոսել փառատոն կինոքննադատ րաֆֆի մովսիսյան :	DAT;HUM;INDF;N;PL CONJ ADJ DAT;INDF;N;NHUM;PL ADP DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG DAT;HUM;INDF;N;PL ADP DAT;DEF;N;NHUM;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V DAT;INDF;N;NHUM;SG HUM;INDF;N;NOM;SG HUM;INDF;NOM;PROPN;SG DEF;HUM;NOM;PROPN;SG _
ներսեսը ծնկի իջավ , սիմեոնի արնակալած աչքերում կարդացել էր իր դատավճիռը :	ներսես ծունկ իջնել , սիմեոն արնակալել աչք կարդալ եմ ինքը դատավճիռ :	DEF;HUM;NOM;PROPN;SG DAT;INDF;N;NHUM;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V _ DAT;HUM;INDF;PROPN;SG MID;PFV;POS;V;V.PTCP ESS;INDF;N;NHUM;PL ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V 3;DET;GEN;REFL;SG DEF;N;NHUM;NOM;SG _
ապհ երկրներից հայաստանի խոշոր առևտրային գործընկերը ռուսաստանն է , եվրամիության երկրներից ՝ բուլղարիան , գերմանիան , իտալիան , այլ երկրներից ՝ ամն-ն , արաբական էմիրությունները , շվերյցարիան , չինաստանը , իրանը :	ապհ երկիր հայաստան խոշոր առևտրային գործընկեր ռուսաստան եմ , եվրամիություն երկիր ՝ բուլղարիա , գերմանիա , իտալիա , այլ երկիր ՝ ամն , արաբական էմիրություն , շվեյցարիա , չինաստան , իրան :	INDF;NHUM;NOM;PROPN;SG AT+ABL;INDF;N;NHUM;PL DAT;INDF;NHUM;PROPN;SG ADJ ADJ DEF;HUM;N;NOM;SG DEF;NHUM;NOM;PROPN;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _ DAT;INDF;NHUM;PROPN;SG AT+ABL;INDF;N;NHUM;PL _ DEF;NHUM;NOM;PROPN;SG _ DEF;NHUM;NOM;PROPN;SG _ DEF;NHUM;NOM;PROPN;SG _ DET AT+ABL;INDF;N;NHUM;PL _ DEF;NHUM;NOM;PROPN;SG _ ADJ DEF;N;NHUM;NOM;PL _ DEF;NHUM;NOM;PROPN;SG _ DEF;NHUM;NOM;PROPN;SG _ DEF;NHUM;NOM;PROPN;SG _
սաթոն ծխից քխկալով ու ջրակալած աչքերը սրբելով մոտենում էր ծննդկանին ։	սաթո ծուխ քխկալ ու ջրակալել աչք սրբել մոտենալ եմ ծննդկան ։	DEF;HUM;NOM;PROPN;SG AT+ABL;INDF;N;NHUM;SG INDF;INS;MID;POS;V;V.CVB CONJ MID;PFV;POS;V;V.PTCP DEF;N;NHUM;NOM;PL ACT;INDF;INS;POS;V;V.CVB IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V DAT;DEF;HUM;N;SG _
եվ դողդոջուն մատներով քանդեց կապոցը , որտեղ ուտելիքից բացի ուրիշ ոչինչ չկար :	և դողդոջուն մատ քանդել կապոց , որտեղ ուտելիք բացի ուրիշ ոչինչ կամ :	CONJ ADJ INDF;INS;N;NHUM;PL 3;ACT;FIN;IND;PFV;POS;PST;SG;V DEF;N;NHUM;NOM;SG _ ADV AT+ABL;INDF;N;NHUM;SG ADP DET PRO 3;FIN;IND;IPFV;MID;NEG;SG;V _
ներմուծման ոլորտում հետևյալ պատկերն է ՝ պարզվում է , որ նույն հունվար ամսին հայաստան ներմուծված հանքահումքային արտադրանքի ծավալերն ավելի մեծ են եղել , քան արտահանվածը :	ներմուծում ոլորտ հետևյալ պատկեր եմ ՝ պարզվել եմ , որ նույն հունվար ամիս հայաստան ներմուծել հանքահումքային արտադրանք ծավալ ավելի մեծ եմ լինել , քան արտահանված :	DAT;INDF;N;NHUM;SG ESS;INDF;N;NHUM;SG ADJ DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _ IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V _ CONJ DET INDF;N;NHUM;NOM;SG DAT;DEF;N;NHUM;SG INDF;NHUM;NOM;PROPN;SG PASS;PFV;POS;V;V.PTCP ADJ DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;PL ADV;CMPR ADJ 3;FIN;IND;IPFV;PL;POS;PRS;V PFV;V;V.PTCP _ CONJ DEF;N;NHUM;NOM;SG _
ներկայում անում ենք ամեն ինչ , որ այս տարածքում գտնվող մի սարի գլխից հնարավոր լինի թռչել և հասնել մյուս բլուրին :	ներկա անել եմ ամեն ինչ , որ այս տարածք գտնվել մի սար գլուխ հնարավոր լինել թռչել և հասնել մյուս բլուր :	ESS;INDF;N;NHUM ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V DET INDF;NOM;PRO;SG _ CONJ DET ESS;INDF;N;NHUM;SG MID;POS;V;V.PTCP DET DAT;INDF;N;NHUM;SG AT+ABL;INDF;N;NHUM;SG ADJ 3;FIN;POS;PROSP;PRS;SBJV;SG;V MID;NFIN;POS;V CONJ MID;NFIN;POS;V DET DAT;DEF;N;NHUM;SG _
մեր փողոցի ասֆալտի կարծրությանը վստահ էինք , ուրեմն , գաղտնիքը նրանց մեջ էր ։	մենք փողոց ասֆալտ կարծրություն վստահ եմ , ուրեմն , գաղտնիք նա մեջ եմ ։	1;DET;GEN;PL DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG ADJ 1;FIN;IND;IPFV;PL;POS;V _ CONJ _ DEF;N;NHUM;NOM;SG 3;DAT;PL;PRO ADP;NOM 3;FIN;IND;IPFV;POS;SG;V _
երբ ծննդկանի ցավերը թողնում էին , սաթոն արանքում իրեն գցում էր դուրս ։	երբ ծննդկան ցավ թողնել եմ , սաթո արանք ինքը գցել եմ դուրս ։	CONJ DAT;HUM;INDF;N;SG DEF;N;NHUM;NOM;PL ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;V _ DEF;HUM;NOM;PROPN;SG ESS;INDF;N;NHUM;SG 3;DAT;PRO;REFL;SG ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ADV _
— փորձանք ա լինելու ։	— փորձանք եմ լինել ։	_ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V MID;PROSP;V;V.PTCP _
վարչապետը նաև հհ էներգետիկ ենթակառուցվածքների և բնական պաշարների նախարարին հանձնարարեց երկամսյա ժամկետում համագործակցելով գյուղատնտեսության , բնապահպանության նախարարությունների , ինչպես նաև պետական եկամուտների կոմիտեի և հանրային ծառայությունները կարգավորող հանձնաժողովի հետ ՝ մշակել լրացուցիչ խթանման գործիքներ ոռոգման համակարգերի և խմելու ջրի ջրատարների վրա հէկ-երի կառուցման համար :	վարչապետ նաև հհ էներգետիկ ենթակառուցվածք և բնական պաշար նախարար հանձնարարել երկամսյա ժամկետ համագործակցել գյուղատնտեսություն , բնապահպանություն նախարարություն , ինչպես նաև պետական եկամուտ կոմիտե և հանրային ծառայություն կարգավորել հանձնաժողով հետ ՝ մշակել լրացուցիչ խթանում գործիք ոռոգում համակարգ և խմել ջուր ջրատար վրա հէկ կառուցում համար :	DEF;HUM;N;NOM;SG CONJ INDF;NHUM;NOM;PROPN;SG ADJ DAT;INDF;N;NHUM;PL CONJ ADJ DAT;INDF;N;NHUM;PL DAT;DEF;HUM;N;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V ADJ ESS;INDF;N;NHUM;SG INDF;INS;MID;POS;V;V.CVB DAT;INDF;N;NHUM;SG _ DAT;INDF;N;NHUM DAT;INDF;N;NHUM;PL _ CONJ CONJ ADJ DAT;INDF;N;NHUM;PL DAT;INDF;N;NHUM;SG CONJ ADJ DEF;N;NHUM;NOM;PL ACT;POS;V;V.PTCP DAT;INDF;N;NHUM;SG ADP _ ACT;NFIN;POS;V ADJ DAT;INDF;N;NHUM;SG INDF;N;NHUM;NOM;PL DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;PL CONJ ACT;DAT;INDF;POS;V;V.CVB DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;PL ADP;NOM DAT;INDF;N;NHUM;PL DAT;INDF;N;NHUM;SG ADP _
նրանց դժգոհությունը հաշվի չառնելով ՝ դրեցին մեքենաներն ու ետ ուղարկեցին :	նա դժգոհություն հաշիվ առնել ՝ դնել մեքենա ու ետ ուղարկել :	3;DET;GEN;PL DEF;N;NHUM;NOM;SG DAT;INDF;N;NHUM;SG ACT;INDF;INS;POS;V;V.CVB _ 3;ACT;FIN;IND;PFV;PL;POS;PST;V DEF;N;NHUM;NOM;PL CONJ ADV 3;ACT;FIN;IND;PFV;PL;POS;PST;V _
ավելի մեծ դժբախտությունն այն է , որ մուրակամին օգտվում է ոչ միայն արևմտյան գրականության արդեն ծանոթ , փորձարկված , հաջողություն բերած ժանրերից , այլև արտահայտչամիջոցներից ՝ հաճախ մեծ գրողների , բայց առանց որևէ բան ավելացնելու ։	ավելի մեծ դժբախտություն այն եմ , որ մուրակամի օգտվել եմ ոչ միայն արևմտյան գրականություն արդեն ծանոթ , փորձարկել , հաջողություն բերել ժանր , այլև արտահայտչամիջոց ՝ հաճախ մեծ գրող , բայց առանց որևէ բան ավելանալ ։	ADV;CMPR ADJ DEF;N;NHUM;NOM;SG PRO;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _ CONJ DEF;HUM;NOM;PROPN;SG IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V PART ADV ADJ DAT;INDF;N;NHUM;SG ADV ADJ _ PASS;PFV;POS;V;V.PTCP _ INDF;N;NHUM;NOM;SG ACT;PFV;POS;V;V.PTCP AT+ABL;INDF;N;NHUM;PL _ CONJ AT+ABL;INDF;N;NHUM;PL _ ADV ADJ DAT;HUM;INDF;N;PL _ CONJ ADP DET INDF;N;NHUM;NOM;SG ACT;DAT;INDF;POS;V;V.CVB _
այնպես որ , գիշերային զբոսանքներն ի վերջո ձանձրացրին կնոջը և նրան հազիվ թե կարելի էր մեղադրել մեկ տասնյակ մետր հեռախոսալար շռայլելու համար ։	այնպես որ , գիշերային զբոսանք ի վերջ ձանձրանալ կին և նա հազիվ թե կարելի եմ մեղադրել մեկ տասնյակ մետր հեռախոսալար շռայլել համար ։	ADV CONJ _ ADJ DEF;N;NHUM;NOM;PL ADP GEN;INDF;N;NHUM;SG 3;ACT;FIN;IND;PFV;PL;POS;PST;V DAT;DEF;HUM;N;SG CONJ 3;DAT;DEF;PRO;SG ADV CONJ ADJ 3;FIN;IND;IPFV;POS;SG;V ACT;NFIN;POS;V NUM ADJ INDF;N;NHUM;NOM;SG INDF;N;NHUM;NOM;SG ACT;DAT;INDF;POS;V;V.CVB ADP _
դա բարդ , սակայն գործնականում ոչ անհնարին խնդիր է , եթե կատարվում են քայլեր հայաստանում իրավիճակի որակական փոփոխության և պետականության ոչ միայն ռազմական , այլ նաև տնտեսա - քաղաքական ներուժի բարձրացման ուղղությամբ :	դա բարդ , սակայն գործնական ոչ անհնարին խնդիր եմ , եթե կատարել եմ քայլ հայաստան իրավիճակ որակական փոփոխություն և պետականություն ոչ միայն ռազմական , այլ նաև տնտեսական - քաղաքական ներուժ բարձրացում ուղղություն :	NOM;PRO;SG ADJ _ CONJ ESS;INDF;N;NHUM;SG PART ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _ CONJ IPFV;PASS;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V INDF;N;NHUM;NOM;PL ESS;INDF;NHUM;PROPN;SG DAT;INDF;N;NHUM;SG ADJ DAT;INDF;N;NHUM;SG CONJ DAT;INDF;N;NHUM;SG PART ADV ADJ _ CONJ CONJ ADJ _ ADJ DAT;INDF;N;NHUM DAT;INDF;N;NHUM;SG INDF;INS;N;NHUM;SG _
հետո , կրկին մեր ոտքերի տակ դողաց հողը , մենք անծայրածիր , դեղին տափաստանի մեջ իրարից հեռու , ցրված ու ձայնի տաք ելևէջով իրար որոնելով ու իրար տեղ չիմանալով , բարակ փոշին մետաղե թրթուրների տակ ծեծելով ՝ գնացինք առաջ , մտանք արաքսի հովիտ ՝ մեր երազների ափը , ու մեր տանկերը եռացնում էին ջուրը :	հետո , կրկին մենք ոտք տակ դողալ հող , մենք անծայրածիր , դեղին տափաստան մեջ իրար հեռու , ցրվել ու ձայն տաք ելևէջ իրար որոնել ու իրար տեղ իմանալ , բարակ փոշի մետաղե թրթուր տակ ծեծել ՝ գնալ առաջ , մտնել արաքս հովիտ ՝ մենք երազ ափ , ու մենք տանկ եռալ եմ ջուր :	ADV _ ADV 1;DET;GEN;PL DAT;INDF;N;NHUM;PL ADP;NOM 3;FIN;IND;MID;PFV;POS;PST;SG;V DEF;N;NHUM;NOM;SG _ 1;NOM;PL;PRO ADJ _ ADJ DAT;INDF;N;NHUM;SG ADP;NOM AT+ABL;PL;PRO ADV _ MID;PFV;V;V.PTCP CONJ DAT;INDF;N;NHUM;SG ADJ INDF;INS;N;NHUM;SG DAT;PL;PRO ACT;INDF;INS;POS;V;V.CVB CONJ DET INDF;N;NHUM;NOM;SG ACT;INDF;INS;NEG;V;V.CVB _ ADJ DEF;N;NHUM;NOM;SG ADJ DAT;INDF;N;NHUM;PL ADP;NOM ACT;INDF;INS;POS;V;V.CVB _ 1;FIN;IND;MID;PFV;PL;POS;PST;V ADV _ 1;FIN;IND;MID;PFV;PL;POS;PST;V DAT;INDF;NHUM;PROPN INDF;N;NHUM;NOM;SG _ 1;DET;GEN;PL DAT;INDF;N;NHUM;PL DEF;N;NHUM;NOM;SG _ CONJ 1;DET;GEN;PL DEF;N;NHUM;NOM;PL ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;V DEF;N;NHUM;NOM;SG _
ինձ կամ բարձրացրել են , կամ տապալել :	ես կամ բարձրանալ եմ , կամ տապալել :	1;DAT;PRO;SG CONJ ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V _ CONJ ACT;PFV;V;V.PTCP _
եվ այն հաղթեց :	և այն հաղթել :	CONJ PRO;SG 3;ACT;FIN;IND;PFV;POS;PST;SG;V _
այլ բան նրանց հիմա չի հետաքրքրում :	այլ բան նա հիմա եմ հետաքրքրել :	DET INDF;N;NHUM;NOM;SG 3;DAT;PL;PRO ADV 3;FIN;IND;IPFV;NEG;PRS;SG;V ACT;IPFV;V;V.PTCP _
- գիտեք , արթուր սարգսյանը իր մտածված , կամավոր քայլով վերականգնել է մեր հասարակության մեջ մարդու բարոյական , քրիստոնեական տեսակը , կերպարը :	- գիտենալ , արթուր սարգսյան ինքը մտածել , կամավոր քայլ վերականգնել եմ մենք հասարակություն մեջ մարդ բարոյական , քրիստոնեական տեսակ , կերպար :	_ 2;ACT;FIN;IND;IPFV;PL;POS;PRS;V _ HUM;INDF;NOM;PROPN;SG DEF;HUM;NOM;PROPN;SG 3;DET;GEN;REFL;SG PASS;PFV;POS;V;V.PTCP _ ADJ INDF;INS;N;NHUM;SG ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V 1;DET;GEN;PL DAT;INDF;N;NHUM;SG ADP;NOM DAT;HUM;INDF;N;SG ADJ _ ADJ DEF;N;NHUM;NOM;SG _ DEF;HUM;N;NOM;SG _
— հնարավոր համարում ՞ եք այս փուլում ընդդիմադիրների համախմբում այն դեպքում , երբ ընդդիմության դաշտում անգամ կարծիք է հնչում , թե ազատության հրապարակում ատելության քարոզ է տեղի ունենում ։	— հնարավոր համարել ՞ եմ այս փուլ ընդդիմադիր համախմբում այն դեպք , երբ ընդդիմություն դաշտ անգամ կարծիք եմ հնչել , թե ազատություն հրապարակ ատելություն քարոզ եմ տեղի ունենալ ։	_ ADJ ACT;IPFV;V;V.PTCP _ 2;FIN;IND;IPFV;PL;POS;PRS;V DET ESS;INDF;N;NHUM;SG DAT;HUM;INDF;N;PL INDF;N;NHUM;NOM;SG DET ESS;INDF;N;NHUM;SG _ ADV DAT;INDF;N;NHUM;SG ESS;INDF;N;NHUM;SG ADV INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V IPFV;MID;V;V.PTCP _ CONJ DAT;INDF;N;NHUM;SG ESS;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V ADV ACT;IPFV;V;V.PTCP _
հաց բերողն այլևս հավաքական կերպար է :	հաց բերող այլևս հավաքական կերպար եմ :	INDF;N;NHUM;NOM;SG DEF;HUM;N;NOM;SG ADV ADJ HUM;INDF;N;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _
իրանի այս մարտավարությունը բախվում է ադրբեջանի մի շարք սկզբունքային պահանջներին , որոնք իրանի համար դժվար է կատարել :	իրան այս մարտավարություն բախվել եմ ադրբեջան մի շարք սկզբունքային պահանջ , որ իրան համար դժվար եմ կատարել :	DAT;INDF;NHUM;PROPN;SG DET DEF;N;NHUM;NOM;SG IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V DAT;INDF;NHUM;PROPN;SG DET INDF;N;NHUM;NOM;SG ADJ DAT;DEF;N;NHUM;PL _ NOM;PL;PRO DAT;INDF;NHUM;PROPN;SG ADP ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;NFIN;POS;V _
մարգարիտ էլ լիներ այդ տունը , հիմա փոշու մեջ ընկած մարգարիտ էր , տրորված , ոտնակոխ մարգարիտ , և մենք չլինեինք , ուրիշը լիներ մեր տեղը , տեսներ այդ տունը ու տեսներ այդ երկուսին , կասեր , որ նրանք այնտեղ են գնում , մեր փողոցում նրանց համար այլ տեղ չկա ։	մարգարիտ էլ լինել այդ տուն , հիմա փոշի մեջ ընկնել մարգարիտ եմ , տրորել , ոտնակոխ մարգարիտ , և մենք լինել , ուրիշ լինել մենք տեղ , տեսնել այդ տուն ու տեսնել այդ երկուս , ասել , որ նա այնտեղ եմ գնալ , մենք փողոց նա համար այլ տեղ կամ ։	INDF;N;NHUM;NOM;SG ADV 3;FIN;IPFV;MID;POS;PROSP;SBJV;SG;V DET DEF;N;NHUM;NOM;SG _ ADV DAT;INDF;N;NHUM;SG ADP;NOM MID;PFV;POS;V;V.PTCP INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;SG;V _ PASS;PFV;POS;V;V.PTCP _ ADJ INDF;N;NHUM;NOM;SG _ CONJ 1;NOM;PL;PRO 1;FIN;IPFV;MID;NEG;PL;PROSP;SBJV;V _ DEF;NOM;PRO;SG 3;FIN;IPFV;MID;POS;PROSP;SBJV;SG;V 1;DET;GEN;PL DEF;N;NHUM;NOM;SG _ 3;ACT;FIN;IPFV;POS;PROSP;SBJV;SG;V DET DEF;N;NHUM;NOM;SG CONJ 3;ACT;FIN;IPFV;POS;PROSP;SBJV;SG;V DET DAT;DEF;N;NHUM;SG _ 3;ACT;COND;FIN;IPFV;POS;PROSP;SG;V _ CONJ 3;NOM;PL;PRO ADV 3;FIN;IND;IPFV;PL;POS;PRS;V IPFV;MID;V;V.PTCP _ 1;DET;GEN;PL ESS;INDF;N;NHUM;SG 3;DAT;PL;PRO ADP DET INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;MID;NEG;PRS;SG;V _
« ողջույններ բոլորին նոր երկրից . շատերը , հավանաբար , չգիտեն հայաստանի մասին :	« ողջույն բոլորը նոր երկիր . շատ , հավանաբար , գիտենալ հայաստան մասին :	_ INDF;N;NHUM;NOM;PL DAT;PRO ADJ AT+ABL;INDF;N;NHUM;SG _ DEF;HUM;N;NOM;PL _ ADJ _ 3;ACT;FIN;IND;IPFV;NEG;PL;PRS;V DAT;INDF;NHUM;PROPN;SG ADP _
մենք դիմել ենք հհ սպորտի նախարարությանը որպեսզի մեզ հատկացվի միջազգային նորմերին համապատասխան զամբյուղներ իրենց սյուներով » , - ասաց նազարյանը :	մենք դիմել եմ հհ սպորտ նախարարություն որպեսզի մենք հատկացնել միջազգային նորմ համապատասխան զամբյուղ ինքը սյուն » , - ասել նազարյան :	1;NOM;PL;PRO MID;PFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V INDF;NHUM;NOM;PROPN;SG DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG CONJ 1;DAT;PL;PRO 3;FIN;PASS;POS;PROSP;PRS;SBJV;SG;V ADJ DAT;DEF;N;NHUM;PL ADJ INDF;N;NHUM;NOM;PL 3;DET;GEN;PL;REFL INDF;INS;N;NHUM;PL _ _ _ 3;ACT;FIN;IND;PFV;POS;PST;SG;V DEF;HUM;NOM;PROPN;SG _
