чакотка — зэв лёк висьӧм , медся ёна жугӧдӧ тыястӧ .	чакотка — зэв лёк висьӧм , медся ёна жугӧдны ты .	N;NOM;SG _ ADV ADJ;NOM;SG N;NOM;SG _ PART ADV 3;FIN;IND;PRS;SG;V ACC;N;PL;PSS2S _
враг , коді лысьтас уськӧдчыны великӧй сӧветскӧй держава вылӧ , лоас сетӧма сэтшӧм отпор да нӧшта чорыдджыкӧс , кутшӧм вӧлі хасан ты районын японскӧй самурайяслы .	враг , коді лысьтыны уськӧдны великӧй сӧветскӧй держава вылын , лоны сетны сэтшӧм отпор да нӧшта чорыд , кутшӧм вӧвны хасан ты район японскӧй самурайяслы .	N;NOM;SG _ NOM;PRO;SG 3;FIN;FUT;IND;SG;V NFIN;V ADJ;NOM;SG ADJ;NOM;SG N;NOM;SG ADP;IN+ALL;SG _ 3;FIN;FUT;IND;SG;V 3;FIN;IND;NFH;PST;SG;V NOM;PRO;SG N;NOM;SG CONJ ADV ACC;ADJ;CMPR;SG _ ADV 3;FIN;IND;PST;SG;V NOM;PROPN;SG N;NOM;SG IN+ESS;N;SG ADJ;NOM;SG DAT;N;PL _
— мый ?	— мый ?	_ NOM;PRO _
сиктса партийно-комсомольскӧй организацияяс ӧні долженӧсь веськӧдны став агитационно-массӧвӧй удж сы вылӧ , медым урожай идралӧмын паськыда котыртны социалистическӧй ордйысьӧм , коді обеспечитіс эськӧ большевистскӧй успех урожай идралӧмын да паськӧдны движение 1940 воын ставсоюзса сельскохозяйственнӧй выставка вылын участвуйтан право шедӧдӧм вӧсна не сӧмын ӧткаӧн , но быдса колхозъясӧн , фермаясӧн да с.в. .	сиктса партийно-комсомольскӧй организация ӧні долженӧсь веськӧдны став агитационнӧй-массӧвӧй удж сійӧ вылын , медым урожай идравны паськыда котыртны социалистическӧй ордйысьны , коді обеспечитны эськӧ большевистскӧй успех урожай идравны да паськӧдны движение 1940 во ставсоюзса сельскохозяйственнӧй выставка вылын участвуйтны право шедӧдны вӧсна не сӧмын ӧтка , но быдса колхоз , ферма да с.в. .	ADJ;NOM;SG ADJ;NOM N;NOM;PL ADV ADJ;NOM;PL NFIN;V ADV ADJ;NOM;SG N;NOM;SG 3;NOM;PRO;SG ADP;IN+ALL;SG _ CONJ N;NOM;SG IN+ESS;PST;SG;V;V.PTCP ADV NFIN;V ACC;ADJ;SG ACC;PST;SG;V;V.PTCP _ NOM;PRO;SG 3;FIN;IND;PST;SG;V PART ADJ;NOM;SG N;NOM;SG N;NOM;SG IN+ESS;PST;SG;V;V.PTCP CONJ NFIN;V ACC;N;SG NOM;NUM;SG IN+ESS;N;SG ADJ;NOM;SG ADJ;NOM;SG N;NOM;SG ADP;IN+ESS;SG V N;NOM;SG NOM;PST;SG;V;V.PTCP ADP PART ADV ADJ;INS;SG _ CONJ ADJ;NOM;SG INS;N;PL _ INS;N;PL CONJ ADV _
тэрыбджыка восьлавны вын-эбӧсӧй эз нин тырмы .	тэрыб восьлавны вын-эбӧс оз нин тырмыны .	ADV;CMPR NFIN;V N;NOM;PSS1S;SG 3;FIN;IND;NEG;V ADV SG;V _
и пыр жӧ броневик пытшкас пондіс шумитны , тратшкакывны да чеччавны : тайӧ мӧдіс уджавны краснӧйяслӧн дзик ӧти пулемёт .	и пыр жӧ броневик пытш пондыны шумитны , тратшкакывны да чеччавны : тайӧ мӧдны уджавны краснӧӥ дзик ӧти пулемёт .	CONJ ADV PART N;NOM;SG ADP;IN+ESS;PSS3S;SG 3;FIN;IND;PST;SG;V NFIN;V _ NFIN;V CONJ NFIN;V _ NOM;PRO;SG 3;FIN;IND;PST;SG;V NFIN;V GEN;N;PL ADV NUM N;NOM;SG _
тайӧ , вӧлӧмкӧ , шер .	тайӧ , вӧлӧмкӧ , шер .	PRO;SG _ ADV _ N;NOM;SG _
кыдзи нуӧдіс бойӧ миянлысь армияясӧс белӧйяслы паныд ?	кыдзи нуӧдны бой ми армия белӧй паныд ?	ADV 3;FIN;IND;PST;SG;V IN+ALL;N;SG 1;AT+ABL;PRO;SG ACC;N;PL DAT;N;PL ADP _
но чардби дугдывтӧг югъяліс син водзын .	но чардби дугдывны югъявны син водз .	CONJ N;NOM;SG NEG;V;V.CVB 3;FIN;IND;PST;SG;V N;NOM;SG ADP;IN+ESS;SG _
тӧлыс да шерыс пӧрӧдісны кок йывсьыд .	тӧв да шер пӧрӧдны кок йылысь .	N;NOM;PSS3S;SG CONJ N;NOM;PSS3S;SG 3;FIN;IND;PST;SG;V N;NOM;SG ADP;PSS2S;SG _
друг асыв-войвывсянь бара воис зэв ыджыд тӧв ныр , коді муртса кок йылысь эз пӧрӧд .	друг асыв-войвыв бара воны зэв ыджыд тӧв ныр , коді муртса кок йылысь оз пӧрӧдны .	ADV N;SG ADV 3;FIN;IND;PST;SG;V ADV ADJ;NOM;SG N;NOM;SG N;NOM;SG _ NOM;PRO;SG ADV N;NOM;SG ADP;SG 3;FIN;IND;NEG;V SG;V _
коркӧ век нин гымалас и зэрас .	коркӧ век нин гымавны и зэрны .	ADV ADV ADV 3;FIN;FUT;IND;SG;V CONJ 3;FIN;FUT;IND;SG;V _
татшӧм настроениеяс лоны оз вермы .	татшӧм настроение лоны оз вермыны .	PRO N;NOM;PL NFIN;V 3;FIN;IND;NEG;PRS;V SG;V _
вундігӧн да тэчыгӧн му вылӧ усьӧ уна шеп .	вундыны да тэны му вылын усьны уна шеп .	INS;SG;V;V.MSDR CONJ INS;SG;V;V.MSDR N;NOM;SG ADP;IN+ALL;SG 3;FIN;IND;PRS;SG;V ADV N;NOM;SG _
ме сідз жӧ ачымӧс лыддя шудаӧн , ӧд менӧ босьтісны краснӧй армия радӧ , менӧ воспитайтасны , ме лоа воинӧн , кута видзны священнӧй границаяс и ниӧти враг оз вермы вуджны миянлысь граница .	ме сідз жӧ ас лыддьыны шуда , ӧд ме босьтны краснӧй армия рад , ме воспитайтны , ме лоны воин , кутны видзны священнӧй граница и ниӧти враг оз вермыны вуджны ми граница .	1;NOM;PRO;SG ADV PART 1;ACC;PRO 1;FIN;IND;PRS;SG;V ADV;INS;SG _ PART 1;ACC;PRO;SG 3;FIN;IND;PL;PST;V NOM;PROPN;SG ACC;N;SG IN+ALL;N;SG _ 1;ACC;PRO;SG 3;FIN;FUT;IND;PL;V _ 1;NOM;PRO;SG 1;FIN;IND;PRS;SG;V INS;N;SG _ 1;FIN;IND;PRS;SG;V NFIN;V ACC;ADJ;SG ACC;N;PL CONJ NOM;PRO;SG N;NOM;SG 3;FIN;IND;NEG;PRS;V SG;V NFIN;V 1;AT+ABL;PL;PRO ACC;N;SG _
ньӧжйӧник мӧдӧдчи гортлань .	ньӧжйӧник мӧдӧдчыны горт .	ADV;IN+ALL 3;FIN;IND;PST;SG;V N;SG _
восьлавны водзӧ эг нин кут вермыны .	восьлавны водз оз нин кутны вермыны .	NFIN;V ADV;IN+ALL;SG 1;FIN;IND;NEG;V ADV SG;V NFIN;V _
одсӧ чинтытӧг , шоферыс машинасӧ веськӧдіс ӧти татшӧм переулокӧ , коді вӧлі зэв крутӧя кежӧ .	од чинтыны , шофёр машина веськӧдны ӧти татшӧм переулок , коді вӧвны зэв крутӧя кежны .	N;NOM;SG NEG;V;V.CVB _ N;NOM;PSS3S;SG N;NOM;SG 3;FIN;IND;PST;SG;V NUM NOM;PRO;SG IN+ALL;N;SG _ NOM;PRO;SG 3;FIN;IND;PST;V ADV ADV 3;FIN;IND;PRS;SG;V _
ваыс лӧнис .	ва лӧньны .	N;NOM;SG 3;FIN;IND;PST;SG;V _
шондіыс нем жалиттӧг пӧжис .	шонді нем жалитны пӧжны .	N;NOM;PSS3S;SG NEG;NOM;PRO;SG NEG;V;V.CVB 3;FIN;IND;PST;SG;V _
зэрыс мӧдӧдчис надзӧнджык .	зэр мӧдӧдчыны надзӧн .	N;NOM;PSS3S;SG 3;FIN;IND;PST;SG;V ADV;CMPR _
тайӧ жӧ книгаас ми висьталам сӧмын нёль самӧй обыкновеннӧй боевӧй случай йылысь , кодъяс коркӧ , гражданскӧй война лунъясын , вӧвліны фронт вылын климент ефремовичкӧд .	тайӧ жӧ книга ми висьтавны сӧмын нёль самӧй обыкновеннӧй боевӧй случай йылысь , коді коркӧ , гражданскӧй война лун , вӧвлыны фронт вылын климент ефрем .	NOM;PRO;SG PART IN+ALL;N;PSS3S;SG 1;NOM;PL;PRO 1;FIN;IND;PL;PRS;V ADV NUM PART ADJ;NOM;SG ADJ;NOM;SG N;NOM;SG ADP;SG _ NOM;PL;PRO ADV _ ADJ;NOM;SG N;NOM;SG IN+ESS;N;PL _ 3;FIN;IND;PL;PST;V N;NOM;SG ADP;IN+ESS;SG NOM;PROPN;SG COM;PROPN;SG _
чериыд дзикӧдз раммис .	чери дзикӧдз раммыны .	N;NOM;PSS2S;SG ADV 3;FIN;IND;PST;SG;V _
эрд вылӧ петігӧн лои известнӧ , мый броневикса командирӧн мунӧ армияӧн командуйтысь климент ефремович ворошилов .	эрд вылын петны лоны известнӧ , мый броневикса командир мунны армия командуйтысь климент ефрем ворошилов .	N;NOM;SG ADP;IN+ALL;SG INS;SG;V;V.CVB 3;FIN;IND;PST;SG;V N;NOM;SG _ CONJ ADJ;NOM;SG INS;N;SG 3;FIN;IND;PRS;SG;V INS;N;SG ACT;V;V.PTCP NOM;PROPN;SG NOM;PROPN;SG NOM;PROPN;SG _
война вылын татшӧм гӧгӧрвотӧмыс лёкджык медся ён бойысь .	война вылын татшӧм гӧгӧрвоны лёк медся ён бой .	N;NOM;SG ADP;IN+ESS;SG NOM;PRO;SG NEG;PSS3S;PST;V;V.PTCP ADJ;CMPR ADV ADJ;NOM;SG IN+ABL;N;SG _
быдлаысь кыліс винтовкаяслӧн трачӧдчӧм , орудиеысь лыйлӧм , взрывъяслӧн грымгӧм ...	быдла кывны винтовка трачӧдчыны , орудие лыйлыны , взрыв грымгыны …	ADV 3;FIN;IND;PST;SG;V GEN;N;PL NOM;PST;SG;V;V.PTCP _ IN+ABL;N;SG NOM;PST;SG;V;V.PTCP _ GEN;N;PL NOM;PST;SG;V;V.PTCP _
сэсся и гымыс вешйис .	сэсся и гым вешйыны .	ADV PART N;NOM;PSS3S;SG 3;FIN;IND;PST;SG;V _
пукавны вадорын водзӧ вӧлі весьшӧрӧ .	пукавны вадор водз вӧвны весьшӧрӧ .	NFIN;V IN+ESS;N;SG ADV;IN+ALL;SG 3;FIN;IND;PST;SG;V ADV;IN+ALL _
гымалігад пу улын сулавны оз позь .	гымавны пу улын сулавны оз позьны .	IN+ALL;PSS2S;SG;V;V.CVB N;NOM;SG ADP;IN+ESS NFIN;V 3;FIN;IND;NEG;PRS;V SG;V _
воддза моз гымаліс .	воддза моз гымавны .	ADJ;NOM;SG ADV 3;FIN;IND;PST;SG;V _
мед жӧ нин , мися , кӧть кутшӧмкӧ тӧвру пӧльыштлас , думайта ас кежысь .	мед жӧ нин , мися , кӧть кутшӧм тӧвру пӧльыштлыны , думайтны ас кеж .	CONJ PART ADV _ PART _ CONJ PRO N;NOM;SG 3;FIN;FUT;IND;SG;V _ 1;FIN;IND;PRS;SG;V ADJ IN+ABL;N;SG _
сэк жӧ удиті на воны сӧмын пипу рас весьтӧдз .	сэк жӧ удитны на воны сӧмын пипу рас весьт .	ADV PART 3;FIN;IND;PST;SG;V ADV NFIN;V ADV N;NOM;SG N;NOM;SG ADP;SG _
ва , керӧс , из , му , сынӧд некор эз вӧвны ловъяӧсь , сы понда найӧясӧс ог шуӧй кулӧм торъясӧн — шуам ловтӧм торъясӧн .	ва , керӧс , из , му , сынӧд некор оз вӧвны ловъя , сы понда найӧ оз шуны кувны тор — шуны ловтӧм тор .	N;NOM;SG _ N;NOM;SG _ N;NOM;SG _ N;NOM;SG _ N;NOM;SG ADV;NEG 3;FIN;IND;NEG;PL;V 3;V ADJ;PL _ PRO ADP 3;ACC;PRO;SG 1;FIN;IND;NEG;PRS;V 1;PL;V NOM;PST;SG;V;V.PTCP INS;N;PL _ 1;FIN;IND;PL;PRS;V N;NOM;SG INS;N;PL _
дженьыдик висьтӧ ыджыд мортлӧн олӧмыс оз тӧр .	дженьыдик висьт ыджыд морт олӧм оз тӧрны .	ADJ;NOM;SG IN+ALL;N;SG ADJ;NOM;SG GEN;N;SG N;NOM;PSS3S;SG 3;FIN;IND;NEG;PRS;V SG;V _
и шензи нӧшта , кор тӧдмалі , мый шерыслӧн туйыс зэв векньыдик и вӧлӧма .	и шензьыны нӧшта , кор тӧдмавны , мый шер туй зэв векньыдик и вӧвны .	CONJ 1;FIN;IND;PST;SG;V ADV _ CONJ 1;FIN;IND;PST;SG;V _ CONJ GEN;N;PSS3S;SG N;NOM;PSS3S;SG ADV ADJ;NOM;SG PART 3;FIN;IND;NFH;PST;SG;V _
сэні , переулок помас , пу заборъяс дінӧ домавлӧмаӧсь седлӧа казацкӧй вӧвъясӧс .	сэні , переулок помын , пу забор дінын домавлыны седлӧ казацкӧй вӧв .	ADV _ N;NOM;SG ADP;IN+ESS;PSS3S;SG _ N;NOM;SG N;NOM;PL ADP;IN+ALL;SG 3;FIN;IND;NFH;PL;PST;V ADJ;NOM;SG ADJ;NOM;SG ACC;N;PL _
овлывлӧ сэтшӧм практика , мый колхозъясса председательяс да бригадиръяс му вылӧ кольӧм шеп октӧм оз котыртны , лыддьӧны сійӧс ковтӧмӧн .	овлывлыны сэтшӧм практика , мый колхоз председатель да бригадир му вылын кольны шеп октыны оз котыртны , лыддьыны сійӧ ковтӧм .	3;FIN;IND;PRS;SG;V NOM;PRO;SG N;NOM;SG _ CONJ ADJ;NOM;SG N;NOM;PL CONJ N;NOM;PL N;NOM;SG ADP;IN+ALL;SG NOM;PST;SG;V;V.PTCP N;NOM;SG ACC;PST;SG;V;V.PTCP 3;FIN;IND;NEG;PRS;V 3;PL;V _ 3;FIN;IND;PRS;SG;V 3;ACC;PRO;SG ADJ;INS;SG _
— векни !	— векни !	_ ADJ;NOM;SG _
кыдз лоны ?	кыдз лоны ?	ADV NFIN;V _
решитісны ыстыны разведкаӧ броневичок — пулемёта бронированнӧй боевӧй автомобиль .	решитны ыстыны разведка броневичок — пулемёт бронированнӧй боевӧй автомобиль .	3;FIN;IND;PST;SG;V NFIN;V IN+ALL;N;SG N;NOM;SG _ ADJ;NOM;SG ADJ;NOM;SG ADJ;NOM;SG N;NOM;SG _
сідз жӧ колӧ сетны ыджыд тӧдчанлун вошӧмъяскӧд тышкасьӧм вылӧ .	сідз жӧ ковны сетны ыджыд тӧдчанлун вошӧм тышкасьны вылын .	ADV PART 3;FIN;IND;PRS;SG;V NFIN;V ACC;ADJ;SG ACC;N;SG COM;N;PL NOM;PST;SG;V;V.PTCP ADP;IN+ALL;SG _
неылысса сикт-грездын сы йылысь абу весиг тӧдлӧмаӧсь .	неылысса сикт-грезд сійӧ йылысь абу весиг тӧдлыны .	ADJ;NEG IN+ESS;N;SG 3;NOM;PRO;SG ADP;SG PART ADV 3;FIN;IND;NFH;PL;PST;V _
воа ог нӧ эськӧ зэрӧдзыс гортӧдз ?	воны оз нӧ эськӧ зэр горт ?	1;FIN;IND;PRS;SG;V 1;FIN;IND;NEG;PRS;V PART PART N;PSS3S;SG N;SG _
сельсӧветъясса председательяс да парторгъяс оз нуӧдны решительнӧй тыш сэтшӧм колхозъясса председательяскӧд , кодъяс недооценивайтӧны машиннӧй удж , новлӧдлӧны антимеханизаторскӧй настроение .	сельсӧвет председатель да парторг оз нуӧдны решительнӧй тыш сэтшӧм колхоз председатель , коді недооценивайтны машиннӧй удж , новлӧдлыны антимеханизаторскӧй настроение .	ADJ;NOM;SG N;NOM;PL CONJ N;NOM;PL 3;FIN;IND;NEG;PRS;V 3;PL;V ACC;ADJ;SG ACC;N;SG NOM;PRO;SG ADJ;NOM;SG COM;N;PL _ NOM;PL;PRO 3;FIN;IND;PL;PRS;V ADJ;NOM N;NOM;SG _ 3;FIN;IND;PL;PRS;V ADJ;NOM;SG N;NOM;SG _
мый вӧчны ?	мый вӧчны ?	PRO NFIN;V _
но колӧ индыны , мый урожай идралӧм миян район пасьта мунӧ ёна ичӧт ӧдъясӧн .	но ковны индыны , мый урожай идравны ми район пасьта мунны ёна ичӧт ӧд .	PART 3;FIN;IND;PRS;SG;V NFIN;V _ CONJ N;NOM;SG NOM;PST;SG;V;V.PTCP 1;NOM;PL;PRO N;NOM;SG ADP 3;FIN;IND;PRS;SG;V ADV ADJ;NOM;SG INS;N;PL _
— мый тэ вӧчан ?	— мый тэ вӧчны ?	_ PRO 2;NOM;PRO;SG 2;FIN;IND;PRS;SG;V _
весиг бӧжсӧ эз петкӧдлы .	весиг бӧж оз петкӧдлыны .	ADV ACC;N;PSS3S;SG 1;FIN;IND;V SG;V _
урожай идралӧмын бӧрӧ кольччӧмлӧн помкаыс сыын , мый колхозъясса председательяс оз тыр нагрузкаӧн уджӧдны уборочнӧй машинаяс , а ӧткымын колхозъясса председательяс умышленнӧя сулӧдӧны машинаяссӧ 4 лун чӧжӧн некутшӧм уджтӧг .	урожай идравны бӧрӧ кольччӧмлӧн помка сійӧ , мый колхоз председатель оз тырны нагрузка уджӧдны уборочнӧй машина , а ӧткымын колхоз председатель умышленнӧя сулӧдны машина 4 лун чӧж некутшӧм удж .	N;NOM;SG IN+ESS;PST;SG;V;V.PTCP ADV;IN+ALL;SG GEN;PST;SG;V;V.PTCP N;NOM;PSS3S;SG 3;IN+ESS;PRO;SG _ CONJ ADJ;NOM;SG N;NOM;PL 3;FIN;IND;NEG;PRS;V SG;V INS;N;SG NFIN;V ADJ;NOM N;NOM;PL _ CONJ IN+ESS;PRO;SG ADJ;NOM;SG N;NOM;PL ADV 3;FIN;IND;PL;PRS;V ACC;N;PL;PSS3S NOM;NUM;SG N;NOM;SG ADP;INS;SG NEG;NOM;PRO;SG N;SG _
мӧдлапӧлысь присада ді вывса пожӧма яг весьтын друг тыдовтчис эшкын кодь кымӧр пласт , коді син водзын кутіс быдмыны .	мӧдлапӧв присада ді вывса пожӧма яг весьт друг тыдовтчыны эшкын кодь кымӧр пласт , коді син водз кутны быдмыны .	PROPN;SG ADJ;NOM;SG N;NOM;SG ADJ;NOM;SG ADJ;NOM;SG N;NOM;SG ADP;IN+ESS;SG ADV 3;FIN;IND;PST;SG;V N;NOM;SG ADP;NOM;SG N;NOM;SG N;NOM;SG _ NOM;PRO;SG N;NOM;SG ADP;IN+ESS;SG 3;FIN;IND;PST;SG;V NFIN;V _
кыдзи сійӧ оліс ичӧтдырйиыс ?	кыдзи сійӧ овны ичӧтдырйи ?	ADV 3;NOM;PRO;SG 3;FIN;IND;PST;SG;V ADV;PSS3S _
сюринныд краснӧй чӧртъяс ?	сюрны краснӧӥ чӧрт ?	2;FIN;IND;PL;PST;V ADJ;NOM;SG N;NOM;PL _
главнӧй уличаыс сылӧн вӧлі куш .	главнӧй улича сійӧ вӧвны куш _	ADJ;NOM;SG N;NOM;PSS3S;SG 3;GEN;PRO;SG 3;FIN;IND;PST;SG;V ADJ;NOM;SG _
пуляясыс жугласьӧны зэв уна посньыд пӧсь свинец да сталь торпыригъяс вылӧ .	пуля жугласьны зэв уна посньыд пӧсь свинец да сталь торпыриг вылын .	N;NOM;PL;PSS3S 3;FIN;IND;PL;PRS;V ADV ADV ADJ;NOM;SG ADJ;NOM;SG N;NOM;SG CONJ N;NOM;SG N;NOM;PL ADP;IN+ALL;SG _
мыйысь повзин .	мый повзьыны .	IN+ABL;PRO 2;FIN;IND;PST;SG;V _
но эз нин сэтшӧм яра .	но оз нин сэтшӧм яра .	CONJ 3;FIN;IND;NEG;V ADV NOM;PRO;SG ADV _
но ӧдва на машинаыс воис бергӧдчанінӧдзыс , кыдз шоферыс став вынсьыс кутчысис тормоз дінас .	но ӧдва на машина воны бергӧдчанін , кыдз шофёр став вын кутчысьны тормоз дінын .	CONJ ADV ADV N;NOM;PSS3S;SG 3;FIN;IND;PST;SG;V N;PSS3S;SG _ ADV N;NOM;PSS3S;SG DET IN+ABL;N;PSS3S;SG 3;FIN;IND;PST;SG;V N;NOM;SG ADP;IN+ESS;PSS3S;SG _
мыйла тормозитін ? — горӧдіс ворошилов .	мыйла тормозитны ? — горӧдны ворошилов .	ADV 2;FIN;IND;PST;SG;V _ _ 3;FIN;IND;PST;SG;V NOM;PROPN;SG _
казакъяс !	казак !	N;NOM;PL _
ыджыд шуд миян странаса томйӧзлӧн , кодъяс веськалӧны краснӧй армия радӧ да новлӧдлӧны почетнӧй ним – социализм странаса великӧй воинлысь ним .	ыджыд шуд ми страна томйӧзлӧн , коді веськавны краснӧй армия рад да новлӧдлыны почётнӧй ним – социализм страна великӧй воин ним .	ADJ;NOM;SG N;NOM;SG 1;NOM;PL;PRO ADJ;NOM;SG GEN;N;SG _ NOM;PL;PRO 3;FIN;IND;PL;PRS;V NOM;PROPN;SG N;NOM;SG IN+ALL;N;SG CONJ 3;FIN;IND;PL;PRS;V ACC;ADJ;SG ACC;N;SG _ N;NOM;SG ADJ;NOM;SG ADJ;NOM;SG AT+ABL;N;SG ACC;N;SG _
( выль олӧм колхоз , председательыс калинин ) .	( выль овны колхоз , председатель калинин ) .	_ ADJ;NOM;SG NOM;PST;SG;V;V.PTCP ACC;N;SG _ N;NOM;PSS3S;SG NOM;PROPN;SG _ _
не петны миянлы ...	не петны ми …	NEG;PART NFIN;V 1;DAT;PRO;SG _
торъя колхозникъяс да колхозницаяс ассьыныс став вынсӧ пуктӧны сы вылӧ , медым урожай идралӧм нуӧдны дженьыд срокъясӧн да некутшӧм вошӧмъястӧг , петкӧдлыны вылын производительностя удж .	торъя колхозник да колхозница ас став вын пуктыны сійӧ вылын , медым урожай идравны нуӧдны дженьыд срок да некутшӧм вошӧм , петкӧдлыны вылын производительностя удж .	ADJ;NOM;SG N;NOM;PL CONJ N;NOM;PL 3;NOM;PRO NOM;PRO;SG ACC;N;SG 3;FIN;IND;PL;PRS;V 3;NOM;PRO;SG ADP;IN+ALL;SG _ CONJ ACC;N;SG NOM;PST;SG;V;V.PTCP NFIN;V ACC;ADJ;SG INS;N;PL CONJ NEG;NOM;PRO;SG N;PL _ NFIN;V IN+ESS;N;SG ADJ N;NOM;SG _
но врагъяс вермисны дзебсьыны бокиса переулокъясас .	но враг вермыны дзебсьыны бокиса переулок .	CONJ N;NOM;PL 3;FIN;IND;PL;PST;V NFIN;V ADJ;NOM;SG IN+ALL;N;PL;PSS3S _
ковмас кӧ , ме врагӧс мӧда нӧйтны сідз жӧ по хасановский да ог жалит олӧмӧс .	ковмыны кӧ , ме враг мӧдны нӧйтны сідз жӧ по хасановский да оз жалитны олӧм .	3;FIN;FUT;IND;SG;V CONJ _ 1;NOM;PRO;SG ACC;N;SG 1;FIN;IND;PRS;SG;V NFIN;V ADV PART ADP ADJ;NOM;SG CONJ 1;FIN;IND;NEG;PRS;V SG;V ACC;N;PSS1S;SG _
медбӧрын кыр йылын тыдовтчисны сиктса керкаяс .	медбӧрын кыр йылын тыдовтчыны сиктса керка .	ADV;IN+ESS N;NOM;SG ADP;IN+ESS;SG 3;FIN;IND;PL;PST;V ADJ;NOM;SG N;NOM;PL _
броневик ӧдйӧ муніс паськыд восьса эрд вывсӧ , коді торйӧдіс краснӧй боецъясӧс ичӧтик сиктысь , да зэв ӧдйӧ пырис посёлокас .	броневик ӧдйӧ мунны паськыд восьса эрд выв , коді торйӧдны краснӧй боец ичӧтик сикт , да зэв ӧдйӧ пырны посёлок .	N;NOM;SG ADV;IN+ALL 3;FIN;IND;PST;SG;V ADJ;NOM;SG ADJ;NOM;SG N;NOM;SG N;NOM;SG _ NOM;PRO;SG 3;FIN;IND;PST;SG;V ADJ;NOM;SG ACC;N;PL ADJ;NOM;SG IN+ABL;N;SG _ CONJ ADV ADV;IN+ALL 3;FIN;IND;PST;SG;V IN+ALL;N;PSS3S;SG _
